dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1962-03-01,22.938,0.347,Betim,Brazil,20.09S,44.36W
1875-02-01,16.59,1.019,Bahadurgarh,India,28.13N,77.27E
1932-09-01,27.424000000000003,0.616,Khlong Luang,Thailand,13.66N,99.91E
1945-10-01,14.838,0.23,Akishima,Japan,36.17N,139.23E
1997-08-01,19.189,0.432,São José,Brazil,28.13S,48.18W
1965-07-01,19.592,0.292,Dodoma,Tanzania,5.63S,35.52E
1959-10-01,24.464,0.595,Dehra Dun,India,29.74N,77.54E
1877-05-01,31.583,0.6559999999999999,Unnao,India,26.52N,80.60E
2002-12-01,17.026,0.245,Yangjiang,China,21.70N,111.63E
1935-02-01,2.6820000000000004,0.888,Vicenza,Italy,45.81N,12.69E
1910-10-01,27.308000000000003,0.7020000000000001,Santiago,Dominican Republic,20.09N,69.95W
1916-11-01,7.475,0.376,Perpignan,France,42.59N,2.18E
1844-10-01,7.782999999999999,0.8,Turin,Italy,45.81N,8.08E
1968-08-01,19.403,0.295,Kitwe,Zambia,12.05S,27.95E
1926-01-01,22.523000000000003,1.056,Santos,Brazil,23.31S,46.31W
1916-09-01,14.806,0.5579999999999999,Baoding,China,39.38N,114.45E
1809-02-01,0.5529999999999999,3.92,Arad,Romania,45.81N,21.92E
1950-09-01,11.512,0.223,Aberdeen,United Kingdom,57.05N,1.48W
1851-02-01,10.432,1.22,Casablanca,Morocco,32.95N,6.70W
1881-05-01,16.118,0.852,Novocherkassk,Russia,47.42N,39.08E
1794-12-01,10.837,2.496,Fez,Morocco,34.56N,5.84W
2006-02-01,22.174,0.6920000000000001,New Delhi,India,28.13N,77.27E
1955-05-01,25.8,0.37,Caucaia,Brazil,4.02S,39.38W
1864-09-01,26.615,1.276,Pak Kret,Thailand,13.66N,99.91E
1911-11-01,23.394,0.831,Varginha,Brazil,21.70S,45.87W
1824-04-01,7.125,2.434,Nijmegen,Netherlands,52.24N,5.26E
1883-11-01,22.308000000000003,0.33,Khulna,Bangladesh,23.31N,90.00E
1784-04-01,6.227,9.219,Czestochowa,Poland,50.63N,19.01E
1883-03-01,3.615,0.784,Funabashi,Japan,36.17N,139.23E
1907-08-01,21.729,0.508,Bamenda,Cameroon,5.63N,9.69E
2010-04-01,29.615,0.472,Udupi,India,13.66N,75.14E
1871-09-01,24.596,0.544,Purwakarta,Indonesia,7.23S,107.84E
1923-11-01,4.917,0.275,Peoria,United States,40.99N,89.47W
1827-08-01,,,Gejiu,China,23.31N,103.98E
1836-08-01,19.833,2.78,Ribeirão Prêto,Brazil,21.70S,47.60W
1855-09-01,27.883000000000003,1.064,Barisal,Bangladesh,23.31N,90.00E
1888-11-01,25.45,0.484,Colombo,Sri Lanka,7.23N,80.27E
1880-08-01,20.298,0.861,Bukavu,Congo (Democratic Republic Of The),2.41S,28.13E
1920-03-01,7.551,0.325,Recklinghausen,Germany,52.24N,7.88E
1885-12-01,24.745,1.3730000000000002,Bulaon,Philippines,15.27N,120.83E
1836-09-01,27.543000000000003,2.096,Gangapur,India,26.52N,77.01E
1868-08-01,,,Songea,Tanzania,10.45S,35.18E
1817-04-01,4.615,2.32,Lübeck,Germany,53.84N,9.55E
1873-12-01,23.267,1.166,Santa Fe,Argentina,31.35S,60.31W
1822-06-01,31.188,1.4469999999999998,Gandhidham,India,23.31N,70.78E
1931-11-01,7.747000000000001,0.357,Saveh,Iran,34.56N,50.59E
1810-09-01,,,Thana,India,18.48N,72.68E
1890-10-01,8.647,0.7,Bergamo,Italy,45.81N,10.38E
2005-08-01,16.726,0.153,Tartu,Estonia,58.66N,27.69E
1937-03-01,19.394,0.616,Yangjiang,China,21.70N,111.63E
1751-03-01,19.527,2.464,Saint Petersburg,United States,28.13N,82.73W
1882-06-01,23.806,0.833,Sumedang,Indonesia,7.23S,107.84E
1975-05-01,25.568,0.19,Gemena,Congo (Democratic Republic Of The),4.02N,20.09E
1888-11-01,27.31,1.252,Jamame,Somalia,0.80N,42.59E
1920-07-01,19.567,0.4,Syzran,Russia,53.84N,47.73E
1974-09-01,24.933000000000003,0.419,Agboville,Côte D'Ivoire,5.63N,4.84W
1785-09-01,15.175999999999998,2.154,Zaporizhzhya,Ukraine,47.42N,34.34E
1864-11-01,,,Tiruvottiyur,India,13.66N,80.09E
2004-05-01,21.988000000000003,0.293,Shangqiu,China,34.56N,114.81E
1955-09-01,8.195,0.124,Neuquen,Argentina,39.38S,68.67W
1971-05-01,25.202,0.308,Paseh,Indonesia,7.23S,107.84E
1864-02-01,-1.927,1.472,Torun,Poland,52.24N,18.39E
1890-08-01,27.725,0.4029999999999999,Khulna,Bangladesh,23.31N,90.00E
1780-04-01,,,Orlando,United States,28.13N,80.91W
1885-02-01,,,Recife,Brazil,8.84S,34.86W
1959-10-01,26.08,0.201,Kpalimé,Togo,7.23N,0.81E
2004-02-01,26.844,0.0969999999999999,Si Racha,Thailand,13.66N,101.56E
1984-06-01,24.95,0.504,João Pessoa,Brazil,7.23S,34.86W
1914-04-01,1.5170000000000003,0.175,Sherbrooke,Canada,45.81N,72.69W
1951-01-01,2.006,0.674,Stara Zagora,Bulgaria,42.59N,26.18E
1975-05-01,17.111,0.3339999999999999,Guarujá,Brazil,23.31S,46.31W
1933-10-01,27.737,0.565,Petrolina,Brazil,8.84S,39.73W
1882-12-01,15.948,0.655,El Mahalla El Kubra,Egypt,31.35N,32.04E
1943-12-01,21.638,0.512,Lusaka,Zambia,15.27S,27.50E
1886-05-01,15.179999999999998,0.561,Kokubunji,Japan,36.17N,139.23E
1971-11-01,7.737999999999999,0.266,Wichita,United States,37.78N,97.63W
1876-12-01,13.954,1.7,Orange,United States,32.95N,117.77W
1877-05-01,10.297,0.563,Plzen,Czech Republic,50.63N,13.94E
1816-12-01,-7.735,2.519,Odintsovo,Russia,55.45N,36.85E
1986-03-01,25.137,0.5,Guatire,Venezuela,10.45N,66.27W
1841-03-01,8.084,4.243,Charleroi,Belgium,50.63N,3.80E
1897-02-01,25.919,1.843,Dawei,Burma,13.66N,98.26E
1810-06-01,,,Norman,United States,34.56N,97.30W
2004-11-01,28.424,0.2739999999999999,Santarém,Brazil,2.41S,55.45W
1981-06-01,25.259,0.332,Chesapeake,United States,36.17N,75.58W
1878-01-01,0.475,1.202,Bremerhaven,Germany,53.84N,9.55E
1926-01-01,-4.513999999999999,0.499,Augsburg,Germany,47.42N,10.66E
2004-11-01,-4.965,0.379,Nancha,China,47.42N,129.08E
1816-02-01,6.309,2.4090000000000003,Murcia,Spain,37.78N,2.03W
1902-10-01,26.642,0.555,Khulna,Bangladesh,23.31N,90.00E
1896-09-01,12.875,0.57,Cork,Ireland,52.24N,7.88W
1879-01-01,15.595999999999998,0.675,Bharatpur,India,26.52N,77.01E
1880-06-01,19.809,1.118,El Monte,United States,34.56N,118.70W
1771-08-01,28.419,2.036,Cape Coral,United States,26.52N,82.39W
1822-06-01,23.436,1.665,Turgutlu,Turkey,37.78N,28.47E
1842-08-01,26.722,1.137,Kuala Terengganu,Malaysia,5.63N,103.32E
1799-06-01,16.766000000000002,2.845,Brasov,Romania,45.81N,26.54E
2011-01-01,2.86,0.282,Toyonaka,Japan,34.56N,136.22E
1983-01-01,-1.6569999999999998,0.236,Jiaozhou,China,36.17N,119.34E
1835-05-01,31.713,2.001,Burewala,Pakistan,29.74N,72.00E
1905-04-01,25.526,1.307,Amroha,India,28.13N,79.09E
1955-07-01,25.082,0.129,Flint,United States,42.59N,82.91W
1870-05-01,12.285,0.727,Osnabrück,Germany,52.24N,7.88E
1869-11-01,5.78,0.521,Watford,United Kingdom,52.24N,0.00W
1847-10-01,23.866,1.584,Hoshiarpur,India,31.35N,75.39E
1868-02-01,20.38,2.123,Halisahar,India,23.31N,88.25E
1845-10-01,18.997,1.4509999999999998,Jiutepec,Mexico,18.48N,99.72W
1802-06-01,15.952,2.18,Mülheim,Germany,50.63N,6.34E
1914-05-01,12.815,0.428,Dabrowa Gornicza,Poland,50.63N,19.01E
1845-07-01,14.218,1.28,Brest,France,49.03N,4.90W
1894-09-01,14.166,0.508,Sivas,Turkey,39.38N,37.46E
1958-07-01,29.015,0.38,Yizheng,China,32.95N,119.68E
1919-01-01,23.894,0.753,São José Do Rio Prêto,Brazil,20.09S,49.48W
2003-02-01,-3.677000000000001,0.316,Liaoyang,China,40.99N,123.55E
1963-04-01,14.175999999999998,0.251,Córdoba,Spain,37.78N,4.07W
1987-06-01,26.935,0.139,Saveh,Iran,34.56N,50.59E
1884-12-01,3.889,0.812,Inazawa,Japan,34.56N,136.22E
1822-10-01,10.142,1.5490000000000002,Kielce,Poland,50.63N,21.55E
2012-11-01,27.54,0.657,Badlapur,India,18.48N,72.68E
1813-03-01,-10.579,3.682,Neftekamsk,Russia,55.45N,53.86E
2006-11-01,21.377,0.325,Ahmadpur East,Pakistan,29.74N,72.00E
1941-01-01,19.986,0.3339999999999999,Nelspruit,South Africa,24.92S,30.15E
1847-03-01,-7.617000000000001,2.727,Engels,Russia,50.63N,46.90E
1837-07-01,28.391,0.99,Bhatpara,India,23.31N,88.25E
1810-11-01,,,Bahraich,India,28.13N,80.91E
1916-08-01,17.4,0.593,Sarajevo,Bosnia And Herzegovina,44.20N,17.89E
1835-05-01,10.035,1.492,Kazan,Russia,55.45N,48.19E
1987-10-01,18.084000000000003,0.142,Fukuyama,Japan,34.56N,134.27E
1861-11-01,25.374,1.794,Carmen,Mexico,18.48N,91.27W
1944-11-01,14.75,0.281,Ecatepec,Mexico,20.09N,98.96W
1922-01-01,26.376,0.5820000000000001,Petaling Jaya,Malaysia,2.41N,102.05E
2003-10-01,8.02,0.136,Dunedin,New Zealand,45.81S,169.62E
1974-08-01,26.604,0.301,Pasarkemis,Indonesia,5.63S,106.55E
1988-01-01,26.731,0.307,Ijero,Nigeria,7.23N,5.68E
1934-11-01,13.104,0.519,Inglewood,United States,34.56N,118.70W
1876-10-01,11.033,0.7,Grenoble,France,45.81N,5.77E
1888-11-01,18.325,2.724,Guadalajara,Mexico,20.09N,104.08W
1982-03-01,22.903,0.865,Tampico,Mexico,21.70N,97.79W
1938-07-01,26.517,0.415,Bauchi,Nigeria,10.45N,10.64E
1863-08-01,22.17,1.147,Kindia,Guinea,10.45N,12.27W
1987-11-01,19.128,0.3279999999999999,Goma,Congo (Democratic Republic Of The),2.41S,29.73E
1902-10-01,17.576999999999998,1.103,Fuling,China,29.74N,107.08E
1957-12-01,22.173,0.316,Minatitlán,Mexico,18.48N,94.65W
1864-03-01,5.340999999999998,3.952,Yangzhou,China,32.95N,119.68E
1840-07-01,27.079,1.013,Bidar,India,18.48N,77.75E
1931-05-01,28.661,0.6709999999999999,Chitradurga,India,13.66N,76.79E
1784-12-01,2.7510000000000003,2.892,Terni,Italy,42.59N,13.09E
1831-08-01,17.295,1.743,Luton,United Kingdom,52.24N,0.00W
1821-03-01,-0.0009999999999998,2.354,Ruda Slaska,Poland,50.63N,19.01E
1786-09-01,21.294,3.422,Greensboro,United States,36.17N,79.56W
1976-08-01,23.238000000000003,0.222,Zhaocheng,China,37.78N,120.00E
1908-04-01,6.073,0.273,Cambridge,United States,42.59N,72.00W
1994-06-01,20.423,0.662,Arequipa,Peru,16.87S,72.00W
1845-06-01,33.824,1.6230000000000002,Abohar,India,29.74N,73.85E
1995-03-01,10.482,0.241,Yushan,China,31.35N,120.63E
1924-11-01,15.050999999999998,0.596,Liuzhou,China,24.92N,109.95E
1918-06-01,17.805999999999997,0.4379999999999999,Tighina,Moldova,47.42N,29.61E
1943-06-01,34.62,0.342,Pakpattan,Pakistan,29.74N,73.85E
1895-09-01,13.952,0.341,Radom,Poland,50.63N,21.55E
1821-11-01,23.55,2.427,Bijapur,India,16.87N,75.35E
1958-06-01,31.859,0.363,Barasat,India,23.31N,88.25E
1965-05-01,25.279,0.412,Bucaramanga,Colombia,7.23N,73.78W
1930-06-01,25.925,0.2689999999999999,Ananindeua,Brazil,0.80S,49.02W
1891-10-01,16.208000000000002,0.726,Linqing,China,36.17N,115.36E
1968-02-01,24.781,1.469,Managua,Nicaragua,12.05N,85.48W
1902-02-01,24.58,0.556,Kolar,India,13.66N,78.44E
1937-08-01,25.535,0.4429999999999999,Tel Aviv Yafo,Israel,31.35N,33.93E
1887-06-01,24.462000000000003,0.911,Ugep,Nigeria,5.63N,8.07E
1783-04-01,7.247999999999999,1.956,Detroit,United States,42.59N,82.91W
1970-03-01,30.479,0.296,Djougou,Benin,10.45N,2.45E
1796-06-01,19.101,4.11,Cluj Napoca,Romania,47.42N,22.50E
1852-08-01,18.267,1.275,Ostrava,Czech Republic,50.63N,19.01E
1825-09-01,14.541,2.518,Zenica,Bosnia And Herzegovina,44.20N,17.89E
1947-06-01,17.804000000000006,0.444,Wolfsburg,Germany,52.24N,10.51E
1952-12-01,24.724,0.257,Londrina,Brazil,23.31S,51.55W
1820-01-01,-8.496,8.221,Boston,United States,42.59N,72.00W
1885-02-01,-4.505,1.91,Hebi,China,36.17N,113.37E
1887-01-01,16.544999999999998,0.9,Haikou,China,20.09N,110.90E
1925-06-01,16.883000000000006,0.382,Usak,Turkey,39.38N,29.13E
1871-11-01,4.66,0.782,Eastbourne,United Kingdom,50.63N,1.27E
1944-04-01,12.383,0.494,East Los Angeles,United States,34.56N,118.70W
1885-09-01,18.209,0.918,Xingtai,China,37.78N,113.90E
1761-12-01,-5.41,1.779,Paterson,United States,40.99N,74.56W
1847-07-01,30.202,1.754,Amroha,India,28.13N,79.09E
1855-12-01,12.713,2.128,Fuzhou,China,26.52N,120.00E
1827-11-01,19.405,1.734,Benha,Egypt,29.74N,31.38E
1797-12-01,4.05,4.034,Derby,United Kingdom,53.84N,1.36W
1817-10-01,0.056,4.13,Orekhovo Zuevo,Russia,55.45N,39.69E
1954-10-01,26.977,0.196,Puerto Princesa,Philippines,10.45N,118.64E
1913-04-01,25.579,0.326,Bintulu,Malaysia,2.41N,113.30E
1845-01-01,2.395,1.6569999999999998,Bradford,United Kingdom,53.84N,1.36W
1845-02-01,12.13,2.091,Khushab,Pakistan,32.95N,71.81E
1943-05-01,25.526,0.256,Pembroke Pines,United States,26.52N,80.60W
1866-08-01,24.842,0.944,Surt,Libya,31.35N,16.96E
1787-02-01,5.1770000000000005,4.386,Gebze,Turkey,40.99N,29.82E
1852-09-01,11.901,0.967,Hohhot,China,40.99N,110.77E
1882-10-01,11.361,0.773,Tarsus,Turkey,37.78N,34.58E
1781-07-01,26.165,3.432,Chesapeake,United States,36.17N,75.58W
1833-01-01,6.074,2.783,Huntsville,United States,34.56N,85.62W
1806-12-01,6.408,3.052,Nijmegen,Netherlands,52.24N,5.26E
1896-11-01,3.95,0.432,Norwich,United Kingdom,52.24N,0.00W
1997-09-01,25.125,0.198,Kinshasa,Congo (Democratic Republic Of The),4.02S,15.27E
1973-08-01,29.924000000000003,0.3929999999999999,Patiala,India,29.74N,75.69E
1906-06-01,25.937,0.352,Bintulu,Malaysia,2.41N,113.30E
1946-05-01,35.632,0.516,Jacobabad,Pakistan,28.13N,68.18E
1910-04-01,8.18,0.312,Vinnytsya,Ukraine,49.03N,29.39E
1809-10-01,7.639000000000001,6.345,Hildesheim,Germany,52.24N,10.51E
1976-02-01,25.994,0.201,Kumbakonam,India,10.45N,79.36E
1907-09-01,28.998,0.386,Allahabad,India,24.92N,81.58E
1869-02-01,22.909,1.55,Ribeirão Pires,Brazil,23.31S,46.31W
1929-02-01,12.998,0.716,Algeciras,Spain,36.17N,5.97W
1941-08-01,22.05,0.208,Madison,United States,42.59N,89.45W
1856-10-01,25.17,0.991,Kochi,India,10.45N,76.09E
1981-11-01,26.638,0.231,Iquitos,Peru,4.02S,73.13W
1951-09-01,13.408,0.295,Yelets,Russia,52.24N,39.42E
1898-03-01,-18.033,3.039,Öskemen,Kazakhstan,50.63N,82.39E
1940-01-01,-0.0169999999999999,0.25,Chofu,Japan,36.17N,139.23E
1987-03-01,25.629,0.2,Rondonópolis,Brazil,16.87S,55.26W
1956-07-01,22.945,0.4589999999999999,Dehui,China,44.20N,125.22E
1956-01-01,22.53700000000001,0.3779999999999999,Mbouda,Cameroon,5.63N,9.69E
1949-08-01,19.231,0.392,Boulogne Billancourt,France,49.03N,2.45E
1823-04-01,28.413,2.889,Pondicherry,India,12.05N,80.55E
1844-07-01,14.242,0.932,Wroclaw,Poland,50.63N,16.48E
1960-11-01,-4.45,0.711,Hami,China,42.59N,93.82E
1958-12-01,9.106,0.297,Chongqing,China,29.74N,107.08E
1920-10-01,27.437,0.597,Bidar,India,18.48N,77.75E
1965-08-01,26.430000000000003,0.178,San Miguelito,Panama,8.84N,80.27W
1908-07-01,24.573,0.682,Qunduz,Afghanistan,36.17N,69.61E
1966-08-01,23.965,0.421,Haicheng,China,40.99N,123.55E
1903-07-01,30.794,0.736,Bettiah,India,26.52N,84.18E
1883-05-01,14.033,2.305,La Serena,Chile,29.74S,72.00W
1881-09-01,12.276,0.469,Villeurbanne,France,45.81N,5.77E
1754-12-01,-8.894,3.064,Saint Paul,United States,45.81N,93.46W
1780-01-01,-4.538,4.7780000000000005,Stavanger,Norway,58.66N,6.15E
1892-05-01,33.963,0.524,Nanded,India,18.48N,77.75E
1875-05-01,18.332,0.507,Izmir,Turkey,37.78N,26.44E
1865-07-01,26.107000000000006,1.035,Tiruppur,India,10.45N,77.73E
1905-02-01,24.249,0.5529999999999999,San Pedro De Macorís,Dominican Republic,18.48N,69.30W
1942-09-01,10.351,0.305,Nizhnekamsk,Russia,55.45N,51.02E
1908-07-01,25.373,0.7020000000000001,Mojokerto,Indonesia,7.23S,112.70E
1825-09-01,14.541,2.518,Sarajevo,Bosnia And Herzegovina,44.20N,17.89E
1967-01-01,25.853,0.241,Taiping,Malaysia,4.02N,100.45E
1932-04-01,27.482,1.0,Lagos,Nigeria,5.63N,3.23E
1936-02-01,-13.993,1.182,Jiayuguan,China,39.38N,97.80E
1809-09-01,13.665,2.615,Limoges,France,45.81N,1.15E
1976-02-01,19.997,0.322,Bukavu,Congo (Democratic Republic Of The),2.41S,28.13E
1869-08-01,17.555999999999997,1.352,Pindamonhangaba,Brazil,23.31S,46.31W
1876-09-01,25.733,1.134,Sanchung,Taiwan,24.92N,120.59E
2011-09-01,19.756,0.239,Inegol,Turkey,39.38N,29.13E
1986-06-01,28.38,0.235,Iligan,Philippines,8.84N,124.05E
1882-03-01,18.453,1.157,Touliu,Taiwan,23.31N,119.71E
1785-06-01,11.61,5.041,Augsburg,Germany,47.42N,10.66E
1904-11-01,14.37,0.5,Salamanca,Mexico,20.09N,100.66W
1973-03-01,-9.392,0.7909999999999999,Nizhnevartovsk,Russia,60.27N,77.84E
1927-03-01,5.388,0.441,Xintai,China,36.17N,117.35E
1948-04-01,18.804,0.291,Santiago Del Estero,Argentina,28.13S,64.55W
1925-10-01,14.095,0.8290000000000001,Panzhihua,China,26.52N,102.09E
1827-09-01,6.3340000000000005,1.259,Irkutsk,Russia,52.24N,105.11E
1860-06-01,,,Lusaka,Zambia,15.27S,27.50E
1778-04-01,5.644,2.833,Dundee,United Kingdom,57.05N,4.43W
1943-03-01,26.839,0.7240000000000001,Naga,Philippines,13.66N,123.03E
1935-08-01,25.163,0.486,Kano,Nigeria,12.05N,8.22E
1897-12-01,10.263,0.5379999999999999,Quetta,Pakistan,29.74N,66.46E
2012-03-01,-6.114999999999998,0.209,Neftekamsk,Russia,55.45N,53.86E
1948-08-01,26.513,0.311,Ziguinchor,Senegal,12.05N,16.44W
1943-10-01,15.169,0.421,Tulancingo,Mexico,20.09N,98.96W
2011-10-01,26.457,0.325,Basti,India,26.52N,82.39E
1981-03-01,-7.455,0.3329999999999999,Nancha,China,47.42N,129.08E
1908-06-01,27.696,0.636,Pak Kret,Thailand,13.66N,99.91E
1754-05-01,11.868,2.849,Yaroslavl,Russia,57.05N,39.84E
1873-07-01,17.839000000000006,0.75,Elektrostal,Russia,55.45N,39.69E
1818-02-01,-2.485,1.365,Bialystok,Poland,53.84N,23.18E
1917-03-01,25.499,1.291,Recife,Brazil,8.84S,34.86W
1907-05-01,14.831,0.615,Salinas,United States,36.17N,121.33W
1804-08-01,18.206000000000003,2.239,Syzran,Russia,53.84N,47.73E
1924-02-01,12.196000000000002,0.402,Hayward,United States,37.78N,122.03W
1766-12-01,1.4269999999999998,4.118,Brussels,Belgium,50.63N,3.80E
1993-04-01,17.166999999999998,0.337,Xiamen,China,24.92N,118.82E
2011-01-01,17.143,0.599,Zapopan,Mexico,20.09N,104.08W
1973-09-01,22.245,0.359,Barretos,Brazil,20.09S,47.77W
1987-06-01,22.92,0.223,Jinhua,China,29.74N,120.00E
1891-02-01,23.322,0.882,Franca,Brazil,20.09S,47.77W
1953-11-01,12.568,0.278,Stockton,United States,37.78N,122.03W
1898-10-01,26.343000000000004,0.422,Neyveli,India,12.05N,78.90E
1942-02-01,21.041,1.162,Soweto,South Africa,26.52S,28.66E
1995-09-01,27.516,0.342,Nanded,India,18.48N,77.75E
1929-12-01,-3.478,1.043,Nevinnomyssk,Russia,44.20N,42.48E
1796-05-01,29.754,1.686,Balurghat,India,24.92N,88.67E
1931-08-01,20.272,0.173,Erzurum,Turkey,39.38N,41.62E
1905-11-01,18.188,0.418,Licheng,China,23.31N,114.47E
1984-11-01,12.16,0.119,Toyota,Japan,34.56N,136.22E
1901-07-01,24.606,0.773,Thessaloníki,Greece,40.99N,23.43E
1952-11-01,10.368,0.568,Qingdao,China,36.17N,121.33E
2011-12-01,3.995,0.544,Karaj,Iran,36.17N,51.71E
1989-12-01,26.307,0.142,Roxas,Philippines,12.05N,123.29E
1968-07-01,21.091,0.265,Novi Sad,Serbia,45.81N,19.62E
1938-12-01,25.497,0.245,Thana,India,18.48N,72.68E
1896-11-01,5.263999999999999,0.639,Bordeaux,France,44.20N,0.00W
1787-08-01,15.985,3.569,Zhukovskiy,Russia,55.45N,36.85E
1875-08-01,27.574,1.177,Bac Lieu,Vietnam,8.84N,106.22E
2003-12-01,-13.972,0.352,Irkutsk,Russia,52.24N,105.11E
1996-07-01,16.58,0.15,Remscheid,Germany,50.63N,6.34E
1821-03-01,12.727,2.764,Richardson,United States,32.95N,96.70W
1914-01-01,9.839,0.807,Huánuco,Peru,10.45S,76.09W
1885-12-01,6.409,0.809,Saint Helens,United Kingdom,53.84N,4.09W
1951-09-01,27.663,0.35,Pyay,Burma,18.48N,94.65E
1827-03-01,14.722,2.214,Netanya,Israel,32.95N,35.43E
1950-02-01,5.803999999999999,0.293,Leicester,United Kingdom,52.24N,0.00W
1803-06-01,22.911,1.673,Denizli,Turkey,37.78N,28.47E
1972-08-01,27.432,0.355,Hòa Bình,Vietnam,20.09N,105.78E
1895-11-01,25.047,0.7759999999999999,Lucena,Philippines,13.66N,121.38E
1986-02-01,-3.008,0.361,Satu Mare,Romania,47.42N,22.50E
1859-07-01,23.901,0.97,Bangui,Central African Republic,4.02N,18.48E
1959-11-01,4.907,0.26,Herne,Germany,52.24N,7.88E
1947-03-01,27.039,0.256,Titagarh,India,23.31N,88.25E
1995-05-01,15.332,0.182,Novomoskovsk,Russia,53.84N,39.55E
1947-02-01,25.34800000000001,0.537,Mahbubnagar,India,16.87N,78.70E
1867-02-01,23.21,1.22,Nova Friburgo,Brazil,21.70S,42.40W
1950-01-01,5.9670000000000005,0.319,Zaragoza,Spain,40.99N,0.00W
1874-02-01,0.4300000000000001,0.633,Springfield,United States,39.38N,89.48W
1851-01-01,22.268,1.5730000000000002,Gudivada,India,16.87N,80.37E
1851-05-01,32.534,1.268,Farrukhabad,India,28.13N,79.09E
1933-11-01,2.207,0.2789999999999999,Vinnytsya,Ukraine,49.03N,29.39E
1818-01-01,18.631,2.984,Anand,India,23.31N,72.52E
1999-08-01,26.082,0.187,Puyang,China,36.17N,115.36E
2013-09-01,,,Milagro,Ecuador,2.41S,79.55W
1882-03-01,9.406,0.444,Terni,Italy,42.59N,13.09E
1849-02-01,,,Banjaran,Indonesia,7.23S,107.84E
1855-09-01,14.027,1.108,Pingliang,China,36.17N,107.40E
1899-04-01,18.794,0.594,Ponta Grossa,Brazil,24.92S,49.66W
1930-08-01,25.925,0.49,Navoi,Uzbekistan,39.38N,64.51E
1867-12-01,5.001,2.998,Roseville,United States,39.38N,120.69W
1909-12-01,23.267,0.359,Raichur,India,16.87N,77.02E
1996-07-01,16.493000000000002,0.207,Enschede,Netherlands,52.24N,7.88E
1957-02-01,26.732,0.624,Santa Rita,Brazil,7.23S,34.86W
1863-12-01,,,Ilawe,Nigeria,7.23N,5.68E
1901-02-01,16.830000000000002,1.476,Nairobi,Kenya,0.80S,36.16E
1814-08-01,28.119,1.418,Deoria,India,26.52N,84.18E
1915-03-01,26.873,0.634,Bhavnagar,India,21.70N,71.83E
1970-08-01,28.259,0.2289999999999999,Hangzhou,China,29.74N,120.00E
1989-01-01,17.865000000000006,0.3929999999999999,Rishra,India,23.31N,88.25E
1890-11-01,23.606,0.632,Raichur,India,16.87N,77.02E
1949-01-01,5.4110000000000005,0.44,Dali,China,26.52N,100.30E
1987-07-01,25.151000000000003,0.102,Akishima,Japan,36.17N,139.23E
1815-05-01,18.094,2.481,Wahran,Algeria,36.17N,0.00W
1848-01-01,-10.970999999999998,1.64,Yinchuan,China,37.78N,105.76E
1861-08-01,28.642,0.8540000000000001,Anbu,China,23.31N,116.21E
1793-04-01,6.157,2.892,Bremen,Germany,53.84N,9.55E
1848-03-01,,,Itagüí,Colombia,5.63N,75.87W
1965-10-01,9.998,0.303,Paterson,United States,40.99N,74.56W
1902-12-01,-13.689,0.958,Jishu,China,44.20N,127.45E
1955-06-01,34.215,0.78,Abadan,Iran,29.74N,48.00E
1955-07-01,26.12,0.5760000000000001,Mianyang,China,31.35N,105.55E
1934-07-01,29.239,0.239,Ambala,India,29.74N,77.54E
1924-11-01,4.283,0.158,Leverkusen,Germany,50.63N,6.34E
1875-07-01,14.762,2.679,Barra Mansa,Brazil,21.70S,44.13W
1857-01-01,5.276,2.325,Siverek,Turkey,37.78N,38.64E
1799-11-01,7.733,2.5380000000000003,Toms River,United States,39.38N,74.91W
1937-06-01,30.499,0.603,Obregon,Mexico,28.13N,110.00W
1868-08-01,24.996,1.429,Rafsanjan,Iran,29.74N,55.38E
1976-06-01,18.036,0.253,Kryvyy Rih,Ukraine,47.42N,34.34E
1794-02-01,3.83,8.99,Frankfurt,Germany,50.63N,8.87E
1895-05-01,21.599,1.142,Bantou,China,24.92N,118.82E
1952-02-01,24.79,0.213,Panvel,India,18.48N,72.68E
1768-05-01,12.233,3.1010000000000004,Zwolle,Netherlands,52.24N,5.26E
1823-10-01,27.509,2.375,Ambattur,India,13.66N,80.09E
1843-10-01,10.195,1.49,Novocherkassk,Russia,47.42N,39.08E
1905-06-01,28.496,0.372,Vung Tau,Vietnam,10.45N,107.18E
1981-08-01,26.35,0.601,Palo Negro,Venezuela,10.45N,67.91W
1986-03-01,4.8180000000000005,0.222,Sagamihara,Japan,36.17N,139.23E
1782-09-01,,,Winnipeg,Canada,50.63N,97.61W
1982-09-01,22.533,0.3289999999999999,Algeciras,Spain,36.17N,5.97W
1869-07-01,18.434,0.759,Chernivtsi,Ukraine,49.03N,26.94E
1957-02-01,20.854,0.3779999999999999,Chandannagar,India,23.31N,88.25E
1983-04-01,11.069,0.242,Rome,Italy,42.59N,13.09E
1930-01-01,23.999,0.505,San José,Costa Rica,10.45N,84.27W
1893-10-01,26.112,0.6729999999999999,Maracaibo,Venezuela,10.45N,71.18W
1882-03-01,7.154,0.475,Sutton Coldfield,United Kingdom,52.24N,2.63W
1958-05-01,18.308,0.315,Cluj Napoca,Romania,47.42N,22.50E
1899-09-01,25.195,0.866,Hsinchu,Taiwan,24.92N,120.59E
